infinitive,infinitive_english,mood,mood_english,tense,tense_english,form_1s,form_1s_english,form_2s,form_2s_english,form_3s,form_3s_english,form_1p,form_1p_english,form_2p,form_2p_english,form_3p,form_3p_english,gerund,gerund_english,pastparticiple,pastparticiple_english
negociar,to negotiate,Subjuntivo,Subjunctive,Presente,Present,negocie,negotiate,negocies,negotiate,negocie,negotiates,negociemos,negotiate,negociéis,negotiate,negocien,negotiate,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Subjuntivo,Subjunctive,Imperfecto,Imperfect,negociara,was negotiating,negociaras,were negotiating,negociara,was negotiating,negociáramos,were negotiating,negociarais,were negotiating,negociaran,were negotiating,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Subjuntivo,Subjunctive,Futuro,Future,negociare,will negotiate,negociares,will negotiate,negociare,will negotiate,negociáremos,will negotiate,negociareis,will negotiate,negociaren,will negotiate,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya negociado,have negotiated,hayas negociado,have negotiated,haya negociado,has negotiated,hayamos negociado,have negotiated,hayáis negociado,have negotiated,hayan negociado,have negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere negociado,will have negotiated,hubieres negociado,will have negotiated,hubiere negociado,will have negotiated,hubiéremos negociado,will have negotiated,hubiereis negociado,will have negotiated,hubieren negociado,will have negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera negociado,had negotiated,hubieras negociado,had negotiated,hubiera negociado,had negotiated,hubiéramos negociado,had negotiated,hubierais negociado,had negotiated,hubieran negociado,had negotiated,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,negotiate,negocia,negotiate,negociad,negotiates,,negotiate,negocie,negotiate,negocien,negotiate,negociando,negotiating,negociado,negotiated
negociar,to negotiate,Imperativo Negativo,Imperative Negative,Presente,Present,,negotiate,no negocies,negotiate,no negociéis,negotiates,,negotiate,no negocie,negotiate,no negocien,negotiate,negociando,negotiating,negociado,negotiated
nevar,to snow,Indicativo,Indicative,Presente,Present,,snow,,snow,nieva,snows,,snow,,snow,,snow,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Futuro,Future,,will snow,,will snow,nevará,will snow,,will snow,,will snow,,will snow,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Imperfecto,Imperfect,,was snowing,,were snowing,nevaba,was snowing,,were snowing,,were snowing,,were snowing,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Pretérito,Preterite,,snowed,,snowed,nevó,snowed,,snowed,,snowed,,snowed,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Condicional,Conditional,,would snow,,would snow,nevaría,would snow,,would snow,,would snow,,would snow,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Presente perfecto,Present Perfect,,have snowed,,have snowed,ha nevado,has snowed,,have snowed,,have snowed,,have snowed,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Futuro perfecto,Future Perfect,,will have snowed,,will have snowed,habrá nevado,will have snowed,,will have snowed,,will have snowed,,will have snowed,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,,had snowed,,had snowed,había nevado,had snowed,,had snowed,,had snowed,,had snowed,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),,,,,hubo nevado,,,,,,,,nevando,snowing,nevado,snowed
nevar,to snow,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,,would have snowed,,would have snowed,habría nevado,would have snowed,,would have snowed,,would have snowed,,would have snowed,nevando,snowing,nevado,snowed
nevar,to snow,Subjuntivo,Subjunctive,Presente,Present,,snow,,snow,nieve,snows,,snow,,snow,,snow,nevando,snowing,nevado,snowed
nevar,to snow,Subjuntivo,Subjunctive,Imperfecto,Imperfect,,was snowing,,were snowing,nevara,was snowing,,were snowing,,were snowing,,were snowing,nevando,snowing,nevado,snowed
nevar,to snow,Subjuntivo,Subjunctive,Futuro,Future,,will snow,,will snow,nevare,will snow,,will snow,,will snow,,will snow,nevando,snowing,nevado,snowed
nevar,to snow,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,,have snowed,,have snowed,haya nevado,has snowed,,have snowed,,have snowed,,have snowed,nevando,snowing,nevado,snowed
nevar,to snow,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,,will have snowed,,will have snowed,hubiere nevado,will have snowed,,will have snowed,,will have snowed,,will have snowed,nevando,snowing,nevado,snowed
nevar,to snow,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,,had snowed,,had snowed,hubiera nevado,had snowed,,had snowed,,had snowed,,had snowed,nevando,snowing,nevado,snowed
nevar,to snow,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,snow,nieva,snow,nevad,snows,,snow,nieve,snow,nieven,snow,nevando,snowing,nevado,snowed
nevar,to snow,Imperativo Negativo,Imperative Negative,Presente,Present,,snow,no nieves,snow,no nevéis,snows,,snow,no nieve,snow,no nieven,snow,nevando,snowing,nevado,snowed
notar,"to note, notice, observe",Indicativo,Indicative,Presente,Present,noto,note,notas,note,nota,notes,notamos,note,notáis,note,notan,note,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Futuro,Future,notaré,will note,notarás,will note,notará,will note,notaremos,will note,notaréis,will note,notarán,will note,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Imperfecto,Imperfect,notaba,was noting,notabas,were noting,notaba,was noting,notábamos,were noting,notabais,were noting,notaban,were noting,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Pretérito,Preterite,noté,noted,notaste,noted,notó,noted,notamos,noted,notasteis,noted,notaron,noted,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Condicional,Conditional,notaría,would note,notarías,would note,notaría,would note,notaríamos,would note,notaríais,would note,notarían,would note,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Presente perfecto,Present Perfect,he notado,have noted,has notado,have noted,ha notado,has noted,hemos notado,have noted,habéis notado,have noted,han notado,have noted,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré notado,will have noted,habrás notado,will have noted,habrá notado,will have noted,habremos notado,will have noted,habréis notado,will have noted,habrán notado,will have noted,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había notado,had noted,habías notado,had noted,había notado,had noted,habíamos notado,had noted,habíais notado,had noted,habían notado,had noted,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube notado,,hubiste notado,,hubo notado,,hubimos notado,,hubisteis notado,,hubieron notado,,notando,noting,notado,noted
notar,"to note, notice, observe",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría notado,would have noted,habrías notado,would have noted,habría notado,would have noted,habríamos notado,would have noted,habríais notado,would have noted,habrían notado,would have noted,notando,noting,notado,noted
notar,"to note, notice, observe",Subjuntivo,Subjunctive,Presente,Present,note,note,notes,note,note,notes,notemos,note,notéis,note,noten,note,notando,noting,notado,noted
notar,"to note, notice, observe",Subjuntivo,Subjunctive,Imperfecto,Imperfect,notara,was noting,notaras,were noting,notara,was noting,notáramos,were noting,notarais,were noting,notaran,were noting,notando,noting,notado,noted
notar,"to note, notice, observe",Subjuntivo,Subjunctive,Futuro,Future,notare,will note,notares,will note,notare,will note,notáremos,will note,notareis,will note,notaren,will note,notando,noting,notado,noted
notar,"to note, notice, observe",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya notado,have noted,hayas notado,have noted,haya notado,has noted,hayamos notado,have noted,hayáis notado,have noted,hayan notado,have noted,notando,noting,notado,noted
notar,"to note, notice, observe",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere notado,will have noted,hubieres notado,will have noted,hubiere notado,will have noted,hubiéremos notado,will have noted,hubiereis notado,will have noted,hubieren notado,will have noted,notando,noting,notado,noted
notar,"to note, notice, observe",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera notado,had noted,hubieras notado,had noted,hubiera notado,had noted,hubiéramos notado,had noted,hubierais notado,had noted,hubieran notado,had noted,notando,noting,notado,noted
notar,"to note, notice, observe",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,note,nota,note,notad,notes,,note,note,note,noten,note,notando,noting,notado,noted
notar,"to note, notice, observe",Imperativo Negativo,Imperative Negative,Presente,Present,,note,no notes,note,no notéis,notes,,note,no note,note,no noten,note,notando,noting,notado,noted
obedecer,to obey,Indicativo,Indicative,Presente,Present,obedezco,obey,obedeces,obey,obedece,obeys,obedecemos,obey,obedecéis,obey,obedecen,obey,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Futuro,Future,obedeceré,will obey,obedecerás,will obey,obedecerá,will obey,obedeceremos,will obey,obedeceréis,will obey,obedecerán,will obey,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Imperfecto,Imperfect,obedecía,was obeying,obedecías,were obeying,obedecía,was obeying,obedecíamos,were obeying,obedecíais,were obeying,obedecían,were obeying,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Pretérito,Preterite,obedecí,obeyed,obedeciste,obeyed,obedeció,obeyed,obedecimos,obeyed,obedecisteis,obeyed,obedecieron,obeyed,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Condicional,Conditional,obedecería,would obey,obedecerías,would obey,obedecería,would obey,obedeceríamos,would obey,obedeceríais,would obey,obedecerían,would obey,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Presente perfecto,Present Perfect,he obedecido,have obeyed,has obedecido,have obeyed,ha obedecido,has obeyed,hemos obedecido,have obeyed,habéis obedecido,have obeyed,han obedecido,have obeyed,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré obedecido,will have obeyed,habrás obedecido,will have obeyed,habrá obedecido,will have obeyed,habremos obedecido,will have obeyed,habréis obedecido,will have obeyed,habrán obedecido,will have obeyed,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había obedecido,had obeyed,habías obedecido,had obeyed,había obedecido,had obeyed,habíamos obedecido,had obeyed,habíais obedecido,had obeyed,habían obedecido,had obeyed,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube obedecido,,hubiste obedecido,,hubo obedecido,,hubimos obedecido,,hubisteis obedecido,,hubieron obedecido,,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría obedecido,would have obeyed,habrías obedecido,would have obeyed,habría obedecido,would have obeyed,habríamos obedecido,would have obeyed,habríais obedecido,would have obeyed,habrían obedecido,would have obeyed,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Subjuntivo,Subjunctive,Presente,Present,obedezca,obey,obedezcas,obey,obedezca,obeys,obedezcamos,obey,obedezcáis,obey,obedezcan,obey,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Subjuntivo,Subjunctive,Imperfecto,Imperfect,obedeciera,was obeying,obedecieras,were obeying,obedeciera,was obeying,obedeciéramos,were obeying,obedecierais,were obeying,obedecieran,were obeying,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Subjuntivo,Subjunctive,Futuro,Future,obedeciere,will obey,obedecieres,will obey,obedeciere,will obey,obedeciéremos,will obey,obedeciereis,will obey,obedecieren,will obey,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya obedecido,have obeyed,hayas obedecido,have obeyed,haya obedecido,has obeyed,hayamos obedecido,have obeyed,hayáis obedecido,have obeyed,hayan obedecido,have obeyed,obedeciendo,obeying,obedecido,obeyed
obedecer,to obey,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere obedecido,will have obeyed,hubieres obedecido,will have obeyed,hubiere obedecido,will have obeyed,hubiéremos obedecido,will have obeyed,hubiereis obedecido,will have obeyed,hubieren obedecido,will have obeyed,obedeciendo,obeying,obedecido,obeyed
